,Name,Symbol,Market Cap,Price,Circulating Supply,Volume(24h),% 1h,% 24h,% 7d,minable
3662,OWLOwlDAO,OWL,,0.0,,8536122.0,-0.27,-1.32,22.59,0
3663,KNTOKento,KNTO,,,,8511167.0,0.53,22.62,36.19,0
3664,ZZZigZag,ZZ,,1.0,,8489968.0,-6.57,-11.9,-17.5,0
3665,BHATBH Network,BHAT,,0.0,,8488132.0,0.27,-2.68,-8.1,0
3666,CRYNCRYN,CRYN,,251.0,,8475947.0,0.25,-1.86,-6.12,0
3667,MACHOmacho,MACHO,,0.0,,8475613.0,-9.36,-5.27,-25.84,0
3668,AGGAGG,AGG,,0.0,,8473527.0,0.01,-4.72,-4.08,0
3669,WSTORStorageChain,WSTOR,,1.0,,8455666.0,0.02,-0.73,-9.18,0
3670,CNGCoinNavigator,CNG,,312.0,,8443982.0,0.31,-2.12,0.15,0
3671,SBAESalt Bae For The People,SBAE,,0.0,,8437055.0,-3.94,6.16,95.92,0
3672,MDTMeta Dance,MDT,,0.0,,8429961.0,-3.69,-23.35,-29.32,0
3673,VSXVersus-X,VSX,,3.0,,8391903.0,0.04,24.54,103.32,0
3674,ROBORoboHero,ROBO,,0.0,,8366531.0,0.21,-9.37,4.42,0
3675,SNORTSNORT,SNORT,,0.0,,8343413.0,0.22,-3.01,-19.98,0
3676,HACHIHachi On Base,HACHI,,0.0,,8331061.0,2.54,-32.01,-85.02,0
3677,GGTKGGDApp,GGTK,,3.0,,8327973.0,0.31,-1.49,-1.46,0
3678,OKAYEGOkayeg,OKAYEG,,0.0,,8323633.0,-0.57,7.62,-15.17,0
3679,BOYSCLUBMatt Furie's Boys Club,BOYSCLUB,,2.0,,8303853.0,0.91,-3.26,-35.99,0
3680,FACTFACT0RN,FACT,,1625.0,,8295089.0,0.31,-4.96,-9.11,0
3681,LUCKYSLPLuckysLeprecoin,LUCKYSLP,,,,8291834.0,0.11,-0.65,-31.41,0
3682,MOJOPlanet Mojo,MOJO,,2.0,,8285575.0,1.33,-15.58,-32.76,0
3683,InpulseX,,,,,,,,,
3684,Law Of Attraction,,,,,,,,,
3685,PokerFi,,,,,,,,,
3686,Revest Finance,,,,,,,,,
3687,$TON Mixer,,,,,,,,,
3688,Baby Brett,,,,,,,,,
3689,DODO,,,,,,,,,
3690,CEILING CAT,,,,,,,,,
3691,One Punch Man,,,,,,,,,
3692,Brett's cat,,,,,,,,,
3693,Worken,,,,,,,,,
3694,Capverse,,,,,,,,,
3695,MPRO Lab,,,,,,,,,
3696,SAFE(AnWang),,,,,,,,,
3697,NFT Workx,,,,,,,,,
3698,Soroosh Smart Ecosystem,,,,,,,,,
3699,Grok Cat,,,,,,,,,
3700,USDH,,,,,,,,,
3701,Floxypay,,,,,,,,,
3702,AMBOSheertopia,AMBO,,24.0,,8154292.0,0.22,3.47,-34.33,0
3703,MNTLAssetMantle,MNTL,,0.0,,8145863.0,0.85,-10.38,-5.61,0
3704,RINGRing AI,RING,,7.0,,8141106.0,0.76,-3.11,-23.47,0
3705,EMPEmpyreal,EMP,,2029.0,,8139353.0,4.2,4.79,5.81,0
3706,SCRLWizarre Scroll,SCRL,,0.0,,8124497.0,-0.53,1.87,-23.26,0
3707,ROCKYROCKY,ROCKY,,0.0,,8112729.0,-0.4,-0.61,-29.24,0
3708,FEGFEG Token [NEW],FEG,,0.0,,8094618.0,2.04,-1.18,-6.92,0
3709,FIEROFieres,FIERO,,76.0,,8052221.0,0.27,-0.17,-0.83,0
3710,WOLFLandwolf (Base),WOLF,,,,8049216.0,-1.54,-3.3,-16.27,0
3711,SCANS0xScans,SCANS,,2.0,,8033693.0,0.2,-8.73,-26.38,0
3712,TOPIAHYTOPIA,TOPIA,,2.0,,7993298.0,0.32,-1.42,-0.75,0
3713,ä¸°SATOSHIâ¢NAKAMOTO,ä¸°,,98.0,,7993548.0,-0.25,-4.84,-19.88,0
3714,EXENExen Coin,EXEN,,13.0,,7965840.0,0.84,0.42,11.16,0
3715,TWWinners Coin,TW,,0.0,,7959914.0,-0.73,-21.61,-56.91,0
3716,LPOOLLaunchpool,LPOOL,,9.0,,7955824.0,-0.75,1.26,-20.95,0
3717,WAGMIWagmi,WAGMI,,1.0,,7877956.0,0.01,3.66,8.65,0
3718,LENDSLends,LENDS,,1.0,,7844405.0,0.81,1.97,-29.26,0
3719,PSBPlanet Sandbox,PSB,,0.0,,7836477.0,0.65,-4.25,2.89,0
3720,LTTLuxury Travel Token,LTT,,0.0,,7835225.0,1.61,4.85,13.96,0
3721,WIGOWigoSwap,WIGO,,1.0,,7832387.0,1.18,-0.13,-6.23,0
3722,AVAVAVAV,AVAV,,,,7817114.0,2.47,1.93,1.14,0
3723,XIXi Token,XI,,1.0,,7808768.0,0.07,-3.44,-21.23,0
3724,ETHIEthical Finance,ETHI,,0.0,,7806765.0,0.03,0.25,0.7,0
3725,YESYES,YES,,1062.0,,7786651.0,6.54,65.04,33.84,0
3726,HAHAHasaki,HAHA,,0.0,,7767205.0,-0.59,-2.8,1.05,0
3727,YAYYAY Network,YAY,,0.0,,7769959.0,0.03,2.19,-9.18,0
3728,NORMUSNORMUS,NORMUS,,0.0,,7751765.0,-2.16,-8.72,-26.28,0
3729,JUSTICEAssangeDAO,JUSTICE,,0.0,,7737410.0,0.0,7.79,-18.4,0
3730,EQUALEqualizer DEX,EQUAL,,616.0,,7723472.0,0.79,-1.99,-12.57,0
3731,MINDMorpheus Infrastructure Node,MIND,,0.0,,7713039.0,-3.17,-4.5,-13.52,0
3732,CTOKCodyfight,CTOK,,1.0,,7697516.0,,-8.06,-16.13,0
3733,TOPGTOP G,TOPG,,0.0,,7677068.0,3.02,-11.42,-34.26,0
3734,SUIASUIA,SUIA,,5.0,,7666886.0,-1.14,-4.94,-9.8,0
3735,VRDViridis Network,VRD,,0.0,,7646438.0,0.37,-3.19,-11.23,0
3736,AGIIAGII,AGII,,0.0,,7643517.0,1.22,-0.63,-10.33,0
3737,VICSRoboFi,VICS,,3.0,,7637007.0,0.02,-0.03,0.18,0
3738,Global Virtual Coin,,,,,,,,,
3739,Fluffys,,,,,,,,,
3740,MEMEVENGERS,,,,,,,,,
3741,CaliCoin,,,,,,,,,
3742,Few and Far Protocol,,,,,,,,,
3743,SLUMBO,,,,,,,,,
3744,Law Blocks (AI),,,,,,,,,
3745,Gradient,,,,,,,,,
3746,Infiblue World,,,,,,,,,
3747,NEWM,,,,,,,,,
3748,Andyâs Alter Ego,,,,,,,,,
3749,Aquarius,,,,,,,,,
3750,xAI,,,,,,,,,
3751,DFTDigiFinexToken,DFT,,1.0,,7373441.0,,-0.53,3.7,0
3752,METOMetafluence,METO,,0.0,,7327037.0,0.18,-1.45,-3.39,0
3753,DILLDILLWIFIT,DILL,,0.0,,7331043.0,-26.06,28.23,-5.45,0
3754,EDATEnviDa,EDAT,,2.0,,7317940.0,1.19,0.78,-3.08,0
3755,TOBYtoby,TOBY,,,,7286392.0,1.48,-15.34,-16.01,0
3756,PLBPaladeum,PLB,,94.0,,7269950.0,0.13,0.14,-0.23,0
3757,EMPEmp Money,EMP,,17.0,,7265694.0,2.47,-6.38,-9.65,0
3758,RAFFTon Raffles,RAFF,,43.0,,7254677.0,-0.65,4.87,19.54,0
3759,APEWIFHATApeWifHat,APEWIFHAT,,,,7253842.0,2.08,27.11,43.76,0
3760,ARROArro Social,ARRO,,0.0,,7223797.0,-0.48,-0.29,-0.52,0
3761,LOAFLOAF CAT,LOAF,,0.0,,7213949.0,1.91,1.8,10.39,0
3762,SONNESonne Finance,SONNE,,1.0,,7211027.0,-0.02,-0.75,1.98,0
3763,PLMCPolimec,PLMC,,25.0,,7197757.0,0.02,0.58,-2.09,0
3764,DUBXDUBXCOIN,DUBX,,4.0,,7185238.0,4.51,2.77,-4.19,0
3765,SOLCSolCard,SOLC,,4.0,,7179229.0,1.3,3.18,-4.27,0
3766,WW3WW3,WW3,,0.0,,7182234.0,0.15,8.46,-31.27,0
3767,HXDHoneyland,HXD,,3.0,,7172135.0,-1.45,-4.55,-14.61,0
3768,MLCMy Lovely Planet,MLC,,11.0,,7149768.0,2.08,10.62,19.34,0
3769,ZUSHIZUSHI,ZUSHI,,0.0,,7136665.0,-2.25,13.75,0.75,0
3770,MEFMEFLEX,MEF,,53.0,,7136581.0,1.02,-2.07,2.83,0
3771,KGBKGB protocol,KGB,,0.0,,7130906.0,-5.55,-21.37,-30.04,0
3772,NZERONetZero,NZERO,,0.0,,7113546.0,0.02,-0.46,-2.75,0
3773,ENOENO,ENO,,93.0,,7105951.0,0.15,-1.29,1.25,0
3774,MODEXModex,MODEX,,5.0,,7098857.0,-0.87,-0.76,-2.92,0
3775,SENKSenk,SENK,,0.0,,7085504.0,4.61,-10.93,-37.46,0
3776,DOMIDomi Online,DOMI,,1.0,,7078576.0,0.37,9.09,8.7,0
3777,APEApe.lol,APE,,0.0,,7076490.0,-0.66,-14.11,-40.33,0
3778,PENProtocon,PEN,,4.0,,7073485.0,0.87,-0.47,-1.02,0
3779,ZKXZKX,ZKX,,7.0,,7058796.0,0.77,-3.42,-26.52,0
3780,MAGAMAGA,MAGA,,2.0,,7047529.0,0.09,-8.03,-35.1,0
3781,LEOLEO,LEO,,0.0,,7041186.0,-0.33,0.99,4.49,0
3782,MANMeme Man,MAN,,,,7039601.0,12.01,-9.5,-9.5,0
3783,ABYSTrinity Of The Fabled,ABYS,,0.0,,7026915.0,1.65,-10.56,-34.05,0
3784,D3DD3D Social,D3D,,3.0,,7018318.0,-0.14,6.4,4.73,0
3785,S315SWAP315,S315,,34.0,,6995701.0,0.41,-10.99,-26.73,0
3786,TEITEITeiTei,TEITEI,,,,6991611.0,-11.94,-83.15,-88.67,0
3787,PEEZYPeezy,PEEZY,,,,6970496.0,2.0,18.51,-29.68,0
3788,PRYPerpy,PRY,,0.0,,6939949.0,0.69,0.2,-1.43,0
3789,$DAUMENDaumenfrosch,$DAUMEN,,6.0,,6939031.0,2.78,5.58,51.73,0
3790,NESSNess LAB,NESS,,3.0,,6919919.0,0.35,-1.35,-13.86,0
3791,DLLRSovryn Dollar,DLLR,,82.0,,6911406.0,0.15,-1.36,-1.94,0
3792,GINOAGinoa,GINOA,,8.0,,6884699.0,-26.22,-13.15,-16.82,0
3793,GPTPLUSGPTPlus,GPTPLUS,,0.0,,6881360.0,-0.15,0.31,-2.39,0
3794,BTRFLYRedacted,BTRFLY,,23964.0,,6844054.0,0.41,-3.16,-12.97,0
3795,DOGODOGO,DOGO,,,,6843970.0,0.0,-84.48,-91.44,0
3796,LEVELeve Invest,LEVE,,0.0,,6832119.0,-0.03,-0.16,3.69,0
3797,DCARDDECENTRACARD,DCARD,,0.0,,6829448.0,4.37,-9.27,-18.89,0
3798,NOCHILLAVAX HAS NO CHILL,NOCHILL,,0.0,,6822688.0,2.45,-8.73,24.62,0
3799,ROUProup (Ordinals),ROUP,,0.0,,6769691.0,-0.28,-3.69,-19.74,0
3800,PIGPigcoin,PIG,,0.0,,6766603.0,-0.93,-4.65,-21.31,0
3801,ETHBETHEREUM ON BASE,ETHB,,61.0,,6749661.0,4.81,-10.73,-26.23,0
3802,AESAree Shards,AES,,0.0,,6749577.0,-2.49,-24.35,-22.53,0
3803,STARStarHeroes,STAR,,10.0,,6732551.0,1.09,-10.73,-1.17,0
3804,VCATVibing Cat,VCAT,,146.0,,6705510.0,2.04,-0.17,-6.38,0
3805,CRYPTONCRYPTON,CRYPTON,,210.0,,6699835.0,-2.83,20.15,22.14,0
3806,SHINShina Inu,SHIN,,,,6697081.0,0.33,-3.84,68.71,0
3807,PLQPlanq,PLQ,,2.0,,6695495.0,-1.74,-3.33,-6.39,0
3808,XLSELIS,XLS,,4.0,,6689653.0,0.02,12.75,21.29,0
3809,PLTPoollotto.finance,PLT,,327.0,,6668371.0,0.05,-3.14,11.92,0
3810,GPTGPT Protocol,GPT,,1.0,,6649008.0,0.43,-4.86,1.55,0
3811,MMIPMemes Make It Possible,MMIP,,0.0,,6626724.0,13.48,-2.23,-35.23,0
3812,TAONUTAO INU,TAONU,,0.0,,6589000.0,,-5.75,8.73,0
3813,GNOMEGnomeLand,GNOME,,0.0,,6586663.0,-1.87,-50.74,-68.07,0
3814,xDAIxDAI,xDAI,,88.0,,6576314.0,5.98,3.63,7.25,0
3815,WFTWindfall Token,WFT,,6.0,,6567134.0,0.02,-3.86,-23.82,0
3816,FACEDAOFaceDAO,FACEDAO,,,,6566800.0,5.64,-3.0,-6.34,0
3817,BRITTBritt,BRITT,,0.0,,6551193.0,0.3,-8.2,-29.34,0
3818,POGSPOG,POGS,,1.0,,6540844.0,0.82,-5.25,-8.02,0
3819,ORBKOrdibank,ORBK,,1.0,,6534501.0,0.97,13.13,32.55,0
3820,TANPINTanpin,TANPIN,,58.0,,6531580.0,-0.02,-2.73,-8.37,0
3821,SDRSedraCoin,SDR,,0.0,,6529493.0,-1.21,6.39,-0.86,0
3822,DMCCDiscoverFeed,DMCC,,3.0,,6521648.0,0.01,28.37,4.37,0
3823,CTYCustodiy,CTY,,1819.0,,6517809.0,-0.8,-1.23,1.05,0
3824,LAKEData Lake,LAKE,,1.0,,6492604.0,2.26,-10.35,-14.56,0
3825,NEURALNeuralAI,NEURAL,,135.0,,6487763.0,-1.39,-7.22,3.68,0
3826,OMNOmega Network,OMN,,0.0,,6461473.0,0.16,-6.51,-17.17,0
3827,DYPDypius [Old],DYP,,20.0,,6438772.0,0.0,-5.02,-6.18,0
3828,DCIDecentralized Cloud Infrastructure,DCI,,32.0,,6425085.0,0.84,0.05,-2.17,0
3829,LWCLinework Coin,LWC,,1.0,,6413984.0,-0.43,38.58,-4.13,0
3830,SBRSaber,SBR,,0.0,,6410813.0,-0.57,-5.89,1.86,0
3831,enqAIenqAI,enqAI,,1.0,,6400214.0,4.81,-9.98,-8.87,0
3832,DETFDecentralized ETF,DETF,,2.0,,6388112.0,1.0,-1.25,-3.35,0
3833,DOGEDogecoin,DOGE,,0.0,,6396291.0,-1.99,-1.22,6.13,0
3834,HLNHelion,HLN,,11.0,,6386025.0,0.68,1.14,-0.68,0
3835,PROTEOProteo DeFi,PROTEO,,10.0,,6384189.0,0.14,1.87,2.29,0
3836,QUBYQUBY,QUBY,,1.0,,6369500.0,3.53,-2.63,-3.48,0
3837,MCMerit Circle,MC,,154.0,,6362740.0,-0.64,9.96,9.01,0
3838,$SPONGESponge,$SPONGE,,0.0,,6348468.0,-2.85,-4.4,9.97,0
3839,AABLAbble,AABL,,0.0,,6303734.0,3.13,7.76,21.93,0
3840,SDCRVStake DAO CRV,SDCRV,,23.0,,6292717.0,0.0,1.57,-13.61,0
3841,MYRAMyra,MYRA,,0.0,,6395456.0,-0.06,-8.11,-15.05,0
3842,SHEZMUShezmu,SHEZMU,,461.0,,6282702.0,0.81,-6.64,46.35,0
3843,WRTWingRiders Governance Token,WRT,,2.0,,6284204.0,-0.28,2.87,-0.55,0
3844,MYTHMystic Land Coin,MYTH,,11.0,,6262671.0,1.0,-2.0,1.49,0
3845,ADSAlkimi,ADS,,10.0,,6257747.0,0.01,1.4,1.35,0
3846,MRHBMRHB DeFi Network,MRHB,,0.0,,6256746.0,-0.06,-8.33,38.84,0
3847,CBANKCairo Finance,CBANK,,72.0,,6256579.0,0.18,-9.24,-20.51,0
3848,STRIPStrip Finance,STRIP,,1.0,,6237383.0,-0.07,-0.48,-3.7,0
3849,THORTHORSwap,THOR,,17.0,,6223612.0,1.32,3.55,4.04,0
3850,MNTAMantaDAO,MNTA,,17.0,,6218104.0,1.4,2.26,1.58,0
3851,LGXLegion Network,LGX,,0.0,,6209591.0,0.02,-7.5,-24.48,0
3852,PLTPLT,PLT,,3.0,,6193567.0,0.38,-1.72,0.67,0
3853,DYNMTDynamite,DYNMT,,0.0,,6173703.0,-0.06,-1.06,-0.52,0
3854,WEXOWexo,WEXO,,188.0,,6171450.0,-0.13,1.84,30.71,0
3855,EYESolEye - OFFCHAIN TRACKER,EYE,,0.0,,6156260.0,2.65,-2.15,-18.22,0
3856,FIDFidira,FID,,0.0,,6140570.0,0.21,-1.24,0.27,0
3857,THALESThales,THALES,,22.0,,6140486.0,-0.09,0.07,4.82,0
3858,GLFTGlobal Fan Token,GLFT,,0.0,,6140236.0,-0.83,0.65,-1.78,0
3859,AURAurix,AUR,,78.0,,6134477.0,0.15,-1.07,-0.01,0
3860,KARATEKarate Combat,KARATE,,0.0,,6108187.0,0.22,-1.07,-4.12,0
3861,ANGLEAngle,ANGLE,,7.0,,6099424.0,1.22,-2.06,-2.82,0
3862,KIZUNAKIZUNA,KIZUNA,,,,6059780.0,-0.11,22.56,8.34,0
3863,NITEFEEDERNitefeeder,NITEFEEDER,,,,6054188.0,-0.14,11.56,-28.41,0
3864,TIDETidalflats,TIDE,,0.0,,6000357.0,0.18,-8.06,0.24,0
3865,LENFILenfi,LENFI,,46.0,,5988589.0,1.69,5.47,-3.8,0
3866,SPACEPISpacePi (ETH),SPACEPI,,,,5985835.0,0.82,-0.88,-0.14,0
3867,TKSTTokenSight,TKST,,5.0,,5984165.0,-2.06,-4.32,-12.89,0
3868,DFIDfiStarter,DFI,,0.0,,5982830.0,0.12,-0.99,-1.53,0
3869,KEPTKeptChain,KEPT,,1.0,,5978991.0,-0.5,-5.08,-9.85,0
3870,MUMUMumu,MUMU,,,,5977989.0,0.66,-7.96,26.28,0
3871,DOGE2.0Doge 2.0,DOGE2.0,,,,5976738.0,-0.01,-2.21,-6.65,0
3872,QLINDOQlindo,QLINDO,,1.0,,5960129.0,0.34,-0.76,3.76,0
3873,ANMLAnimal Concerts,ANML,,0.0,,5954788.0,-0.04,-2.92,3.86,0
3874,CODAICODAI,CODAI,,,,5941100.0,-13.48,-16.53,-33.65,0
3875,TOKUToku,TOKU,,,,5940599.0,-1.29,-17.06,-78.9,0
3876,GMEXGame Coin,GMEX,,0.0,,5939514.0,0.16,0.28,-0.82,0
3877,ITHEUMItheum,ITHEUM,,0.0,,5928915.0,0.19,1.38,0.16,0
3878,MNRMineral,MNR,,0.0,,5911472.0,-0.57,-3.62,8.81,0
3879,LUNRLunarCrush,LUNR,,5.0,,5905546.0,0.59,0.4,-0.74,0
3880,ALVAlvey Chain,ALV,,1.0,,5901624.0,0.02,-3.08,-15.35,0
3881,NYXCNyxia AI,NYXC,,6.0,,5895281.0,0.8,-1.34,13.45,0
3882,$FLAPPYFlappy,$FLAPPY,,0.0,,5893278.0,-13.38,163.32,33.73,0
3883,GOLFGolf is Boring,GOLF,,0.0,,5882511.0,2.13,-14.77,23.36,0
3884,SMIDGESMIDGE,SMIDGE,,,,5874499.0,7.43,-23.1,-24.52,0
3885,SMCWSpace Misfits,SMCW,,0.0,,5861730.0,3.22,-8.11,-13.61,0
3886,FROGLICPink Hood Froglicker,FROGLIC,,0.0,,5859560.0,3.69,-3.62,-3.62,0
3887,SMARTSmart Game Finance,SMART,,0.0,,5837860.0,-4.15,-27.33,-41.49,0
3888,$HMTHumanize,$HMT,,1.0,,5802390.0,-0.04,0.4,0.11,0
3889,GRLGreelance,GRL,,0.0,,5790538.0,0.04,-0.26,0.42,0
3890,KAIKreaitor,KAI,,1.0,,5758657.0,0.0,3.77,-31.04,0
3891,BLACKBlack Token,BLACK,,0.0,,5755986.0,-0.01,-0.03,4.18,0
3892,SXSX Network,SX,,6.0,,5748641.0,-0.67,-0.03,4.11,0
3893,SMTSmartMesh,SMT,,0.0,,5743050.0,2.23,-6.04,-11.21,0
3894,MUNITYMetahorse Unity,MUNITY,,1.0,,5738710.0,0.22,-1.59,-18.06,0
3895,GOTGGot Guaranteed,GOTG,,1.0,,5738292.0,0.51,-0.05,-5.64,0
3896,GOLDENGolden Inu,GOLDEN,,,,5729362.0,0.39,-10.3,-12.31,0
3897,OSAKOsaka Protocol,OSAK,,,,5726358.0,0.78,-1.95,8.76,0
3898,OSISOSIS,OSIS,,32.0,,5709666.0,-1.27,-7.68,-28.11,0
3899,MTGXMontage Token,MTGX,,0.0,,5700819.0,0.08,3.46,-11.96,0
3900,ICNXIcon.X World,ICNX,,14.0,,5694810.0,1.07,5.13,10.01,0
3901,GMTOGame Meteor Coin,GMTO,,0.0,,5678368.0,-0.42,-10.26,-14.57,0
3902,CDOGEcyberdoge,CDOGE,,0.0,,5670940.0,1.27,-11.48,-14.81,0
3903,CETITao CeÏi,CETI,,94.0,,5666517.0,-1.48,-10.49,-16.1,0
3904,KONKONPAY,KON,,0.0,,5657753.0,6.3,5.24,0.74,0
3905,$PAIREDPairedWorld,$PAIRED,,1.0,,5661342.0,0.46,-6.48,-6.66,0
3906,OLANDOceanland,OLAND,,0.0,,5638391.0,-0.68,-4.61,-1.21,0
3907,MORMorpheus,MOR,,2295.0,,5625788.0,0.11,-1.3,-2.31,0
3908,DARCKonstellation Network,DARC,,0.0,,5621281.0,0.02,0.0,4.39,0
3909,CPLCATERPILLAR,CPL,,,,5619278.0,9.41,149.79,149.79,0
3910,VICAViCA Token,VICA,,3.0,,5617693.0,0.01,-7.59,-25.34,0
3911,GUIGui Inu,GUI,,0.0,,5615773.0,0.0,-4.74,-4.78,0
3912,ASMAS Monaco Fan Token,ASM,,81.0,,5667101.0,0.16,1.69,2.66,0
3913,LBTCLightning Bitcoin,LBTC,,23.0,,5586979.0,0.2,-1.22,-0.76,1
3914,PEACHBased Peaches,PEACH,,0.0,,5575712.0,0.58,-18.42,37.86,0
3915,MEOWZeek Coin,MEOW,,0.0,,5535818.0,1.32,-1.4,14.36,0
3916,BOGEBoge,BOGE,,0.0,,5534400.0,-0.72,-4.1,,0
3917,CCV2CelebrityCoinV2,CCV2,,8.0,,5532647.0,0.02,-1.31,-3.78,0
3918,AXGTAxonDAO Governance Token,AXGT,,15.0,,5530560.0,-0.63,-3.69,-9.48,0
3919,CARMINCarmin,CARMIN,,0.0,,5528557.0,0.02,-0.18,-34.44,0
3920,REPRepublican,REP,,0.0,,5515371.0,2.91,-4.27,-49.88,0
3921,CHAMPNFT Champions,CHAMP,,0.0,,5503770.0,0.42,56.21,48.05,0
3922,HACHIKOããå¬,HACHIKO,,,,5497093.0,9.96,-24.22,-90.7,0
3923,PLANEPaper Plane,PLANE,,3.0,,5486660.0,-0.85,-3.29,-6.13,0
3924,$TOADToad Killer,$TOAD,,,,5483656.0,0.0,9.76,9.05,0
3925,FUNCHFUNCH,FUNCH,,147.0,,5475560.0,0.02,-0.02,22.03,0
3926,3CRVLP 3pool Curve,3CRV,,86.0,,5469718.0,0.0,-0.04,-0.04,0
3927,4CHAN4-CHAN,4CHAN,,,,5462958.0,-1.06,-7.95,-16.23,0
3928,SILOSilo Finance,SILO,,4.0,,5453861.0,0.0,-5.78,-4.66,0
3929,BIGMIKEBig Mike,BIGMIKE,,2.0,,5449187.0,0.0,-19.6,73.37,0
3930,SHIBKShibaKeanu,SHIBK,,,,5436751.0,-0.53,-0.3,0.55,0
3931,AEGISAegis Ai,AEGIS,,3.0,,5433246.0,-0.7,-4.38,-5.47,0
3932,EQUEquation,EQU,,498.0,,5423481.0,-0.65,-5.73,-13.98,0
3933,PICAPicasso,PICA,,0.0,,5411213.0,0.98,-0.69,-13.34,0
3934,CVIPCVIP,CVIP,,0.0,,5409877.0,4.99,1.04,-2.64,0
3935,BIRDDOGBIRDDOG,BIRDDOG,,0.0,,5402700.0,-0.55,12.2,-14.38,0
3936,ACHIachi,ACHI,,0.0,,5402700.0,4.93,15.53,-19.89,0
3937,TRUMPFreeTrump,TRUMP,,1.0,,5397358.0,4.36,-26.19,-33.26,0
3938,GTTMGoing To The Moon,GTTM,,0.0,,5396857.0,-9.81,19.66,41.3,0
3939,BOEBoe,BOE,,0.0,,5379665.0,0.75,-22.5,53.64,0
3940,INUINU,INU,,,,5392518.0,0.02,-1.37,-3.15,0
3941,VSTVoice Street,VST,,1.0,,5368815.0,0.33,7.28,-0.03,0
3942,NUTNutFlex,NUT,,0.0,,5362555.0,-3.94,-2.88,23.1,0
3943,PRIMALPRIMAL,PRIMAL,,0.0,,5356964.0,-0.96,-2.95,-27.02,0
3944,1SOL1Sol,1SOL,,0.0,,5356546.0,-0.05,-1.46,-21.47,0
3945,UUSDUtopia USD,UUSD,,83.0,,5328337.0,,-0.02,-0.11,0
3946,MELLSTROYMELLSTROY,MELLSTROY,,0.0,,5318071.0,0.96,-2.09,3.21,0
3947,OXOpen Exchange Token,OX,,1.0,,5313481.0,0.65,-7.49,11.1,0
3948,AVTMAventis Metaverse,AVTM,,0.0,,5312730.0,-4.57,-11.78,-18.33,0
3949,XSWAPXSwap,XSWAP,,8.0,,5307639.0,0.25,0.72,1.07,0
3950,SPOLSociapol,SPOL,,0.0,,5289278.0,0.18,-0.05,-4.34,0
3951,SPEEDYSpeedy,SPEEDY,,0.0,,5269664.0,-1.7,-6.59,-37.95,0
3952,FPEPEBased Father Pepe,FPEPE,,0.0,,5225097.0,1.17,-13.81,65.76,0
3953,LFGLessFnGas,LFG,,,,5223928.0,0.12,1.04,-21.68,0
3954,MTRMeter Stable,MTR,,47.0,,5219922.0,-0.01,-1.78,-7.82,1
3955,NEOXNeoxa,NEOX,,0.0,,5219755.0,4.27,23.04,10.05,1
3956,ANDWUChinese Andy,ANDWU,,,,5205233.0,-9.46,-17.89,86.53,0
3957,WELDWELD,WELD,,0.0,,5195302.0,-1.55,-1.1,12.13,0
3958,XAI-X,X,,,,5182866.0,0.26,-1.34,4.97,0
3959,SYMSymVerse,SYM,,0.0,,5186371.0,-1.66,1.7,-1.77,0
3960,SCARScarQuest,SCAR,,0.0,,5181864.0,0.54,-5.86,10.41,0
3961,KEKKekistan,KEK,,0.0,,5168928.0,0.0,8.31,116.09,0
3962,THXTHX Network,THX,,2.0,,5162084.0,0.2,-0.69,-4.32,0
3963,PACPAC Project,PAC,,3.0,,5158245.0,-0.21,-1.0,-4.22,0
3964,TRUMPTRUMP,TRUMP,,0.0,,5149399.0,2.64,-7.24,-24.02,0
3965,HTEHepton,HTE,,0.0,,5141887.0,-5.96,11.37,11.12,0
3966,BIAOBiao Coin,BIAO,,0.0,,5084550.0,3.9,-32.16,6.87,0
3967,VOPOVOPO,VOPO,,0.0,,4890339.0,0.11,-1.27,-26.81,0
3968,MINETTEVibe Cat,MINETTE,,0.0,,5071781.0,1.13,-7.23,-25.21,0
3969,WJXNJax.Network,WJXN,,3.0,,5051250.0,-1.75,2.65,-4.54,0
3970,NORMIENORMIE,NORMIE,,1.0,,5154573.0,-0.51,0.76,12.72,0
3971,BMXBitMinerX,BMX,,2.0,,5016530.0,6.09,-1.54,3.35,0
3972,SPXCSpaceXCoin,SPXC,,,,5011523.0,0.75,-0.92,-0.14,0
3973,DOOMERDoomer,DOOMER,,0.0,,5011356.0,-6.28,14.1,71.32,0
3974,AMTAmazeToken,AMT,,799.0,,5003677.0,0.02,-0.17,-0.26,0
3975,FANFilm.io,FAN,,2.0,,4992828.0,-0.1,0.15,29.03,0
3976,DNYDynasty Coin,DNY,,54.0,,4981310.0,0.02,-0.02,-27.85,0
3977,CLUBClubCoin,CLUB,,1.0,,4957441.0,17.69,-0.02,63.47,0
3978,ALTAptosLaunch Token,ALT,,1.0,,4950513.0,1.28,-4.32,-1.11,0
3979,QROQuerio,QRO,,3.0,,4949261.0,0.01,0.07,-21.64,0
3980,POWSCHEPowsche,POWSCHE,,2.0,,4936742.0,2.44,4.62,7.32,0
3981,PESHIPESHI,PESHI,,0.0,,4911120.0,5.44,-1.84,48.32,0
3982,DIDIDDidi Duck,DIDID,,0.0,,4910119.0,1.83,-19.72,6.61,0
3983,RDEXOrders.Exchange,RDEX,,1.0,,4908450.0,1.09,-3.18,-13.65,0
3984,LEMNLEMON,LEMN,,0.0,,4899102.0,0.01,-0.1,-5.71,0
